CustomerID,Recency,Frequency,Monetary,Cluster
12441.0,248,1,173.55,0
12444.0,3,2,2627.27,1
12447.0,125,1,476.49,0
12449.0,11,2,1636.88,1
12450.0,38,2,197.88,1
12451.0,99,2,5307.82,1
12453.0,16,1,707.09,1
12455.0,9,5,2176.36,1
12456.0,12,2,2265.4,1
12457.0,115,3,1067.25,0
12458.0,166,1,441.92,0
12461.0,36,1,626.88,1
12462.0,185,1,762.11,0
12463.0,57,3,985.79,1
12464.0,31,5,590.4499999999999,1
12465.0,51,1,440.94,1
12468.0,69,2,729.5400000000001,1
12471.0,37,16,9375.58,1
12472.0,20,5,4927.6,1
12473.0,73,1,672.1899999999999,1
12474.0,19,12,3896.38,1
12476.0,22,6,3191.67,1
12477.0,121,2,4576.97,0
12480.0,25,3,2144.95,1
12481.0,61,8,4101.76,1
12483.0,65,5,1314.6100000000001,1
12484.0,58,2,2276.66,1
12489.0,218,1,334.93,0
12490.0,20,4,2092.71,1
12493.0,47,2,433.74,1
12494.0,43,5,868.86,1
12500.0,50,5,1395.8400000000001,1
12501.0,218,1,2169.39,0
12502.0,9,4,2631.52,1
12506.0,114,1,73.5,0
12507.0,15,3,1304.81,1
12509.0,166,1,176.5,0
12510.0,24,2,982.5699999999999,1
12514.0,148,1,1017.68,0
12515.0,234,1,383.7,0
12516.0,62,1,583.2,1
12517.0,8,2,1538.7,1
12520.0,24,4,2045.85,1
12521.0,24,1,599.68,1
12523.0,17,5,704.94,1
12524.0,43,6,3122.48,1
12527.0,176,2,284.92,0
12528.0,31,3,1053.37,1
12530.0,5,3,1221.65,1
12534.0,12,1,1089.18,1
12535.0,68,1,371.45,1
12539.0,143,3,4517.69,0
12540.0,19,9,8277.53,1
12541.0,54,2,536.14,1
12545.0,141,1,628.15,0
12547.0,79,2,207.79999999999998,1
12548.0,47,1,95.19999999999999,1
12551.0,239,1,168.0,0
12553.0,36,6,2019.3700000000001,1
12556.0,33,1,312.9,1
12557.0,40,4,9000.960000000001,1
12559.0,192,2,561.71,0
12560.0,24,1,1292.31,1
12561.0,184,1,238.85,0
12562.0,8,3,1605.23,1
12564.0,143,1,456.9,0
12565.0,170,1,145.92,0
12567.0,61,7,6107.1,1
12569.0,4,10,1670.97,1
12571.0,3,1,248.35,1
12573.0,108,1,160.54000000000002,0
12574.0,197,1,218.45,0
12576.0,31,3,660.85,1
12577.0,240,1,195.89,0
12578.0,211,1,1608.66,0
12580.0,128,1,415.7,0
12582.0,120,2,511.36,0
12583.0,36,8,3989.1099999999997,1
12584.0,8,4,782.59,1
12585.0,116,2,2040.1,0
12589.0,26,1,131.5,1
12590.0,93,2,9864.26,1
12591.0,199,1,452.84999999999997,0
12592.0,95,1,231.8,1
12593.0,11,2,321.8,1
12594.0,3,8,2529.9,1
12596.0,124,1,269.95,0
12597.0,64,2,1428.81,1
12598.0,43,4,1584.3799999999999,1
12599.0,8,6,857.04,1
12600.0,27,7,1661.19,1
12601.0,71,5,577.0600000000001,1
12604.0,143,1,178.5,0
12609.0,67,2,800.73,1
12610.0,8,1,946.75,1
12613.0,79,4,1462.52,1
12614.0,159,1,315.6,0
12615.0,50,1,634.74,1
12616.0,179,1,255.6,0
12619.0,30,4,1709.34,1
12620.0,86,1,561.66,1
12621.0,29,13,8600.23,1
12622.0,113,1,180.1,0
12623.0,158,1,305.1,0
12624.0,59,1,299.94,1
12625.0,93,2,2683.82,1
12626.0,9,5,4310.74,1
12627.0,11,2,1206.18,1
12633.0,11,3,1948.75,1
12635.0,36,1,683.64,1
12637.0,39,5,3054.1,1
12639.0,120,1,486.1,0
12643.0,10,6,3344.64,1
12644.0,11,1,477.91,1
12645.0,101,2,798.9,1
12647.0,8,9,2886.71,1
12648.0,36,1,318.05,1
12649.0,94,1,375.0,1
12651.0,216,1,114.0,0
12652.0,213,1,919.98,0
12653.0,30,2,2209.85,1
12654.0,79,3,337.75,1
12656.0,85,2,1659.6,1
12662.0,25,6,2269.7400000000002,1
12664.0,25,3,1957.48,1
12665.0,206,1,63.0,0
12668.0,141,3,2924.4700000000003,0
12669.0,32,3,2744.0299999999997,1
12670.0,81,2,1026.3899999999999,1
12672.0,211,1,225.89999999999998,0
12673.0,208,1,220.9,0
12674.0,52,2,976.8,1
12676.0,5,4,998.0500000000001,1
12678.0,31,7,6806.82,1
12679.0,87,2,906.38,1
12681.0,33,15,9866.58,1
12682.0,1,18,7181.78,1
12683.0,66,10,5086.93,1
12684.0,52,4,1379.48,1
12686.0,253,1,89.14,0
12689.0,9,1,511.03,1
12690.0,87,1,389.01,1
12691.0,27,4,556.3,1
12693.0,8,4,855.91,1
12694.0,64,1,439.5,1
12695.0,92,1,89.25,1
12697.0,13,2,733.91,1
12700.0,38,2,2149.05,1
12701.0,124,1,337.08,0
12704.0,9,2,690.37,1
12705.0,40,4,4162.52,1
12707.0,173,1,603.42,0
12708.0,61,6,1627.94,1
12709.0,17,10,6469.11,1
12710.0,43,2,790.36,1
12712.0,29,10,3670.9300000000003,1
12714.0,61,3,2275.18,1
12716.0,15,1,677.9,1
12717.0,33,2,1030.98,1
12720.0,6,15,3314.5,1
12721.0,64,4,1698.91,1
12722.0,32,1,302.92,1
12724.0,55,2,280.36,1
12725.0,252,1,427.8,0
12726.0,66,5,1467.32,1
12727.0,68,5,2800.4,1
12728.0,139,3,617.31,0
12731.0,26,8,11324.25,1
12732.0,61,1,236.26000000000002,1
12733.0,115,1,383.95,0
12734.0,234,1,110.39999999999999,0
12735.0,197,2,779.5699999999999,0
12736.0,214,1,234.0,0
12738.0,253,1,155.35,0
12743.0,15,2,546.43,1
12744.0,26,5,14211.970000000001,1
12747.0,46,7,2467.7,1
12748.0,5,120,12983.99,2
12749.0,12,3,2755.23,1
12750.0,10,1,275.88,1
12753.0,17,5,16620.91,1
12754.0,117,3,3010.74,0
12755.0,162,2,3811.95,0
12757.0,24,7,5281.08,1
12758.0,158,1,1570.19,0
12759.0,53,2,1082.52,1
12763.0,20,2,494.08,1
12764.0,198,1,1693.88,0
12766.0,31,5,4952.1900000000005,1
12769.0,120,1,1143.6,0
12770.0,92,1,1351.45,1
12775.0,71,4,1164.68,1
12778.0,64,4,492.06,1
12779.0,71,7,2999.41,1
12781.0,166,1,549.26,0
12782.0,31,4,2078.67,1
12785.0,246,1,311.95,0
12787.0,74,1,158.1,1
12790.0,74,1,324.92,1
12791.0,255,1,192.60000000000002,0
12792.0,138,1,400.53999999999996,0
12793.0,216,2,545.48,0
12797.0,247,1,254.03,0
12798.0,52,1,1607.04,1
12802.0,68,1,427.58,1
12808.0,66,2,281.35,1
12809.0,59,1,489.31,1
12811.0,142,3,514.85,0
12815.0,29,2,1063.46,1
12816.0,58,1,318.65000000000003,1
12817.0,162,1,166.04,0
12818.0,143,1,1542.08,0
12820.0,208,1,170.46,0
12821.0,95,1,92.72,1
12823.0,8,4,1224.0,1
12826.0,60,4,818.62,1
12828.0,11,1,227.0,1
12829.0,218,2,293.0,0
12830.0,15,4,5204.0,1
12831.0,144,1,215.05,0
12833.0,27,1,417.38,1
12834.0,164,1,312.38,0
12836.0,19,3,2112.53,1
12837.0,54,1,134.1,1
12838.0,255,1,390.79,0
12839.0,15,7,2353.37,1
12840.0,25,4,2726.77,1
12841.0,10,16,2736.1,1
12842.0,190,1,310.73,0
12843.0,41,7,1692.31,1
12844.0,12,1,174.88,1
12845.0,149,4,354.09,0
12849.0,150,1,704.5,0
12852.0,176,1,311.55,0
12853.0,16,6,1957.1000000000001,1
12854.0,123,2,810.37,0
12855.0,254,1,38.1,0
12857.0,92,2,1106.4,1
12864.0,20,1,147.12,1
12865.0,5,1,981.38,1
12866.0,165,1,559.12,0
12867.0,47,5,2352.45,1
12868.0,67,6,1607.0600000000002,1
12871.0,89,1,132.0,1
12872.0,208,2,599.97,0
12873.0,164,1,374.0,0
12875.0,24,2,343.2300000000001,1
12876.0,78,1,726.43,1
12877.0,6,9,1059.23,1
12878.0,118,2,854.99,0
12881.0,157,1,298.0,0
12885.0,5,1,645.35,1
12886.0,101,1,775.0,1
12888.0,95,2,354.12,1
12891.0,67,3,331.0,1
12897.0,86,2,216.5,1
12901.0,15,18,10859.47,1
12902.0,146,1,138.68,0
12904.0,54,1,244.69,1
12908.0,57,2,750.0,1
12909.0,83,3,1528.37,1
12910.0,16,4,1486.9,1
12913.0,164,3,866.39,0
12915.0,30,2,363.65,1
12916.0,20,4,3006.15,1
12917.0,9,1,594.0,1
12919.0,31,2,259.0,1
12921.0,12,22,8924.55,1
12922.0,42,1,405.38,1
12924.0,80,3,655.27,1
12928.0,29,3,1136.14,1
12929.0,193,1,117.85,0
12930.0,53,1,221.56,1
12931.0,1,10,32315.9,1
12933.0,52,2,357.49,1
12935.0,31,3,1219.32,1
12937.0,79,2,428.23,1
12939.0,20,4,7990.08,1
12942.0,13,3,683.9,1
12944.0,236,1,286.95,0
12945.0,170,1,462.95,0
12947.0,25,6,1603.99,1
12948.0,96,3,886.26,1
12949.0,12,6,3023.67,1
12951.0,55,5,751.78,1
12955.0,25,5,1346.9199999999998,1
12956.0,187,1,108.07,0
12957.0,68,4,1715.29,1
12963.0,247,1,365.8,0
12967.0,239,2,1660.9,0
12970.0,204,2,23.8,0
12971.0,7,58,7360.46,2
12974.0,79,1,144.8,1
12976.0,93,1,738.6,1
12977.0,37,1,39.239999999999995,1
12980.0,39,9,7374.900000000001,1
12981.0,15,1,187.18,1
12982.0,124,1,390.54,0
12987.0,79,1,304.3,1
12988.0,174,1,535.32,0
12989.0,39,8,4469.14,1
12990.0,67,2,263.9,1
12993.0,2,3,372.4,1
12994.0,1,2,645.47,1
12997.0,118,2,608.47,0
12999.0,78,3,455.88,1
13000.0,141,2,458.53000000000003,0
13001.0,39,11,8615.42,1
13002.0,200,1,120.94999999999999,0
13003.0,33,2,89.05000000000001,1
13004.0,14,11,3457.02,1
13005.0,55,2,513.7,1
13008.0,205,1,229.46999999999997,0
13011.0,253,1,50.550000000000004,0
13012.0,30,4,1012.3100000000001,1
13013.0,5,7,3127.64,1
13014.0,51,4,1788.78,1
13015.0,78,4,1763.04,1
13016.0,5,1,425.25,1
13018.0,4,17,4788.85,1
13021.0,48,4,1152.47,1
13023.0,11,1,336.40000000000003,1
13026.0,102,2,243.71999999999997,1
13027.0,37,5,5376.0,1
13029.0,20,2,773.1999999999999,1
13030.0,250,1,427.74,0
13033.0,239,1,190.55,0
13034.0,251,1,165.86,0
13035.0,142,1,333.0,0
13037.0,19,3,881.07,1
13038.0,65,2,591.76,1
13043.0,155,1,516.42,0
13044.0,173,1,560.47,0
13046.0,147,1,197.72,0
13047.0,8,8,2682.01,1
13048.0,120,2,939.92,0
13049.0,199,1,153.78,0
13050.0,3,12,4190.68,1
13052.0,94,1,348.15000000000003,1
13055.0,95,1,344.86,1
13058.0,33,1,47.550000000000004,1
13059.0,131,1,183.4,0
13060.0,135,1,307.53,0
13062.0,73,1,346.98,1
13064.0,34,2,659.25,1
13065.0,254,1,205.86,0
13068.0,201,1,165.0,0
13069.0,1,19,3397.94,1
13070.0,74,1,228.8,1
13072.0,148,1,177.15,0
13075.0,11,1,919.61,1
13077.0,171,3,577.44,0
13078.0,22,13,5816.51,1
13079.0,22,1,23.8,1
13080.0,61,1,58.08,1
13081.0,25,8,18870.12,1
13082.0,7,9,3613.63,1
13085.0,39,2,416.08000000000004,1
13089.0,11,65,36895.52,2
13090.0,18,9,4912.02,1
13092.0,93,4,439.75,1
13093.0,157,8,7832.47,0
13094.0,11,10,1545.72,1
13097.0,4,8,4643.71,1
13098.0,9,16,13830.48,1
13101.0,116,1,101.19,0
13102.0,15,19,4961.7,1
13104.0,14,3,376.44,1
13106.0,15,1,76.5,1
13107.0,57,2,935.22,1
13108.0,254,1,350.06,0
13109.0,39,1,369.85,1
13110.0,18,5,1042.24,1
13113.0,4,19,10301.42,1
13115.0,65,1,878.55,1
13116.0,20,1,501.14,1
13117.0,3,7,841.77,1
13118.0,90,3,799.7,1
13120.0,120,1,30.599999999999998,0
13121.0,150,1,283.73,0
13122.0,122,1,903.67,0
13124.0,134,2,2574.12,0
13126.0,134,5,1077.42,0
13131.0,69,1,324.9,1
13132.0,143,1,77.3,0
13133.0,155,2,109.8,0
13134.0,65,3,885.74,1
13135.0,78,1,3096.0,1
13136.0,24,3,1226.68,1
13137.0,20,3,1165.23,1
13138.0,15,3,489.45,1
13139.0,96,2,1170.02,1
13140.0,248,1,159.51,0
13141.0,95,4,1401.03,1
13144.0,214,1,110.95,0
13145.0,8,2,413.8,1
13148.0,15,10,2789.87,1
13149.0,31,2,882.9,1
13151.0,177,1,1257.8700000000001,0
13155.0,208,2,569.2,0
13157.0,23,3,873.1999999999999,1
13158.0,1,3,868.17,1
13161.0,195,1,112.75,0
13162.0,3,4,1688.29,1
13165.0,233,1,354.64,0
13166.0,165,1,417.2,0
13167.0,12,2,417.55,1
13168.0,81,3,972.66,1
13169.0,134,1,505.2,0
13171.0,181,1,140.35,0
13173.0,249,1,165.94,0
13174.0,197,2,2108.27,0
13178.0,15,8,4391.7300000000005,1
13183.0,17,5,2183.02,1
13184.0,12,9,1504.44,1
13185.0,149,1,71.4,0
13186.0,10,1,988.34,1
13187.0,218,1,236.02,0
13192.0,87,1,464.32,1
13194.0,17,1,60.7,1
13196.0,144,1,512.13,0
13198.0,2,5,3009.18,1
13199.0,24,19,4351.76,1
13200.0,8,1,319.32,1
13203.0,2,2,309.86,1
13207.0,32,1,197.52000000000004,1
13208.0,37,4,835.0699999999999,1
13209.0,10,5,4156.08,1
13211.0,242,1,110.7,0
13213.0,10,4,963.88,1
13216.0,149,1,333.74,0
13217.0,3,3,533.98,1
13218.0,8,1,62.63999999999999,1
13220.0,67,3,726.49,1
13221.0,121,2,847.41,0
13223.0,82,2,163.20000000000002,1
13224.0,33,1,1212.26,1
13225.0,24,5,4299.56,1
13226.0,155,1,108.21000000000001,0
13227.0,83,1,257.7,1
13229.0,107,1,160.95,0
13230.0,19,12,2234.18,1
13232.0,62,4,878.45,1
13233.0,218,1,304.24,0
13235.0,93,1,1031.07,1
13238.0,45,2,318.85,1
13239.0,143,1,329.56,0
13240.0,54,3,553.61,1
13242.0,95,2,104.0,1
13243.0,85,1,600.07,1
13246.0,58,5,1860.99,1
13248.0,6,2,465.68,1
13249.0,142,1,291.84000000000003,0
13253.0,38,2,1030.4,1
13255.0,255,1,225.7,0
13258.0,87,1,224.62,1
13261.0,150,2,944.1,0
13262.0,145,1,200.29,0
13263.0,2,22,4590.51,1
13265.0,65,3,1465.66,1
13266.0,40,7,2201.65,1
13267.0,40,13,2487.59,1
13268.0,51,6,2150.25,1
13269.0,32,7,2665.77,1
13270.0,248,1,590.0,0
13277.0,15,1,75.9,1
13280.0,4,3,814.86,1
13282.0,44,2,773.1,1
13283.0,67,1,25.5,1
13284.0,212,1,201.19,0
13285.0,43,3,1970.1,1
13291.0,37,1,361.11,1
13292.0,166,1,249.57,0
13294.0,71,2,873.74,1
13295.0,241,1,201.20000000000002,0
13296.0,19,1,87.4,1
13299.0,150,1,142.5,0
13300.0,51,1,371.89,1
13301.0,40,3,480.9,1
13302.0,36,1,63.75,1
13304.0,233,1,300.42,0
13305.0,27,5,891.1999999999999,1
13307.0,1,1,15.0,1
13308.0,85,1,814.95,1
13309.0,88,2,546.64,1
13310.0,88,2,817.65,1
13311.0,32,1,490.11,1
13313.0,22,3,918.34,1
13316.0,13,2,3779.98,1
13317.0,80,5,1313.98,1
13319.0,16,17,6550.87,1
13320.0,95,2,508.61,1
13324.0,85,7,3798.99,1
13327.0,25,6,2356.4500000000003,1
13328.0,198,1,1308.48,0
13329.0,248,1,304.2,0
13330.0,67,2,728.22,1
13334.0,72,2,2731.84,1
13338.0,39,1,487.02,1
13339.0,82,1,860.12,1
13340.0,16,4,8272.3,1
13341.0,142,1,775.85,0
13343.0,59,1,353.43,1
13344.0,159,1,1656.15,0
13345.0,169,1,389.5,0
13355.0,4,1,674.7,1
13357.0,139,1,609.95,0
13358.0,150,1,439.03,0
13362.0,127,2,1581.53,0
13365.0,99,1,700.6,1
13368.0,138,2,623.4,0
13369.0,247,1,308.28000000000003,0
13370.0,253,1,754.87,0
13373.0,40,2,2055.58,1
13376.0,85,2,770.0,1
13379.0,18,1,136.29,1
13381.0,29,3,1781.09,1
13382.0,162,1,222.99,0
13384.0,10,2,1755.84,1
13385.0,211,1,534.57,0
13388.0,13,2,677.1,1
13389.0,114,1,257.89,0
13391.0,85,1,59.8,1
13394.0,33,4,1236.59,1
13395.0,67,1,307.72,1
13396.0,201,1,387.27000000000004,0
13397.0,64,3,980.47,1
13398.0,74,1,457.34,1
13402.0,8,2,621.23,1
13404.0,94,1,217.81,1
13405.0,85,2,557.45,1
13408.0,2,38,16342.380000000001,2
13410.0,68,3,545.04,1
13414.0,15,3,1390.5,1
13417.0,86,1,236.0,1
13418.0,5,14,4342.13,1
13420.0,31,2,159.85,1
13421.0,171,1,825.04,0
13425.0,50,2,1174.65,1
13426.0,64,5,1558.68,1
13427.0,2,2,464.86,1
13435.0,8,2,694.98,1
13437.0,11,3,2024.25,1
13439.0,137,1,283.71,0
13448.0,100,4,1423.26,1
13450.0,6,4,1421.46,1
13451.0,7,4,2463.39,1
13452.0,141,2,590.0,0
13453.0,47,2,356.97999999999996,1
13455.0,248,1,692.94,0
13456.0,37,3,855.0600000000001,1
13458.0,17,9,7355.44,1
13461.0,20,2,884.2,1
13462.0,134,1,151.5,0
13466.0,65,1,307.9,1
13468.0,3,26,4134.16,1
13473.0,214,1,241.26,0
13474.0,118,1,229.59,0
13475.0,73,4,1431.78,1
13476.0,60,2,1238.47,1
13477.0,20,4,899.55,1
13479.0,82,2,300.95,1
13481.0,73,2,978.99,1
13482.0,113,1,184.64,0
13484.0,122,1,313.8,0
13485.0,115,1,454.24,0
13486.0,10,2,819.61,1
13487.0,94,2,408.8,1
13488.0,2,9,6596.38,1
13489.0,39,3,287.04,1
13491.0,29,9,1088.45,1
13492.0,18,3,1269.84,1
13493.0,156,2,618.63,0
13494.0,193,1,316.26000000000005,0
13495.0,114,3,1072.43,0
13496.0,241,1,501.01,0
13497.0,164,2,348.05,0
13499.0,107,2,463.79,0
13500.0,4,1,326.4,1
13501.0,169,1,1340.32,0
13502.0,156,2,189.16,0
13505.0,48,3,2583.12,1
13506.0,198,2,458.52,0
13507.0,27,1,1242.3799999999999,1
13508.0,125,1,110.97,0
13509.0,31,4,665.02,1
13510.0,65,1,585.3199999999999,1
13512.0,142,1,251.21,0
13513.0,8,1,205.1,1
13515.0,30,2,335.56,1
13516.0,120,1,146.0,0
13517.0,61,1,1101.86,1
13520.0,19,5,2947.98,1
13523.0,81,3,2369.24,1
13524.0,54,2,247.70000000000002,1
13525.0,129,1,282.88,0
13527.0,83,2,585.64,1
13529.0,86,1,181.1,1
13531.0,86,2,483.8,1
13533.0,64,3,270.79,1
13534.0,15,20,4033.33,1
13538.0,2,5,891.75,1
13539.0,122,2,315.65,0
13544.0,122,1,122.91,0
13546.0,82,1,188.16,1
13548.0,125,1,281.01,0
13549.0,24,5,762.05,1
13551.0,201,1,91.80000000000001,0
13552.0,5,9,2762.91,1
13555.0,83,2,1590.05,1
13557.0,162,1,240.68,0
13561.0,97,1,141.85999999999999,1
13562.0,23,2,1209.73,1
13563.0,21,1,310.88,1
13564.0,26,3,1749.02,1
13565.0,216,1,110.17999999999999,0
13568.0,55,1,192.85,1
13569.0,249,1,118.32,0
13570.0,125,1,239.49,0
13571.0,9,6,801.15,1
13572.0,87,1,1384.25,1
13573.0,135,1,31.770000000000003,0
13575.0,15,2,218.75,1
13576.0,20,11,4185.17,1
13577.0,30,2,822.1,1
13579.0,250,1,164.70000000000002,0
13581.0,191,1,118.0,0
13583.0,37,1,781.03,1
13584.0,188,1,142.4,0
13588.0,1,3,1075.62,1
13589.0,61,1,147.0,1
13590.0,32,4,1116.38,1
13591.0,86,2,776.23,1
13592.0,87,3,205.51,1
13593.0,44,4,1391.25,1
13599.0,38,8,2313.84,1
13600.0,193,1,219.52,0
13601.0,92,1,373.2,1
13606.0,125,2,250.42,0
13610.0,26,4,647.76,1
13611.0,52,2,636.72,1
13614.0,46,2,794.98,1
13615.0,200,1,417.69,0
13617.0,62,1,131.10999999999999,1
13618.0,55,1,177.34,1
13623.0,91,4,551.92,1
13626.0,134,1,257.23,0
13627.0,58,3,1027.0,1
13629.0,18,7,4897.36,1
13630.0,52,4,1059.54,1
13631.0,24,10,3017.92,1
13632.0,55,3,814.6,1
13634.0,123,2,625.41,0
13636.0,4,4,646.55,1
13637.0,69,2,684.85,1
13642.0,97,1,354.8,1
13643.0,67,1,87.9,1
13645.0,1,1,252.1,1
13647.0,57,2,803.86,1
13649.0,138,2,346.6,0
13650.0,89,2,745.52,1
13652.0,138,2,638.24,0
13654.0,27,4,1714.27,1
13655.0,123,1,383.65,0
13656.0,46,2,379.65,1
13657.0,83,1,152.34,1
13658.0,85,1,933.3,1
13659.0,87,2,1573.2,1
13662.0,94,2,532.94,1
13663.0,60,1,189.47,1
13666.0,169,2,64.05,0
13667.0,30,1,305.02,1
13668.0,18,15,4503.76,1
13669.0,31,1,48.150000000000006,1
13672.0,183,2,186.39000000000001,0
13675.0,33,2,486.82000000000005,1
13678.0,33,1,232.6,1
13680.0,219,2,2391.59,0
13681.0,37,1,203.46,1
13682.0,69,1,59.5,1
13684.0,167,1,67.23,0
13686.0,64,1,72.0,1
13692.0,95,2,871.58,1
13694.0,9,33,37708.89,2
13695.0,1,11,1385.53,1
13699.0,36,1,308.58000000000004,1
13700.0,58,6,1245.8,1
13703.0,200,1,99.5,0
13705.0,26,2,522.68,1
13706.0,184,1,330.79,0
13707.0,148,2,806.41,0
13708.0,153,1,296.88,0
13709.0,9,4,2327.12,1
13711.0,100,2,252.06,1
13712.0,128,1,228.84,0
13715.0,162,5,1079.34,0
13716.0,151,1,138.28,0
13717.0,10,4,955.99,1
13718.0,128,2,306.55,0
13719.0,87,2,338.74,1
13720.0,60,3,552.55,1
13722.0,13,3,2375.41,1
13723.0,98,1,199.85000000000002,1
13725.0,50,7,1865.7,1
13728.0,16,4,635.08,1
13730.0,17,2,752.6,1
13731.0,101,2,610.59,1
13735.0,57,2,1409.69,1
13736.0,142,1,357.53,0
13737.0,81,1,339.59999999999997,1
13740.0,122,1,350.75,0
13741.0,65,2,363.13,1
13742.0,44,10,2648.7200000000003,1
13743.0,36,3,628.92,1
13744.0,174,1,893.16,0
13745.0,43,1,300.04,1
13747.0,255,1,79.6,0
13748.0,114,3,580.85,0
13750.0,22,4,1316.63,1
13751.0,169,1,296.25,0
13752.0,6,6,1186.28,1
13753.0,169,1,741.26,0
13754.0,33,2,282.59999999999997,1
13756.0,10,7,2558.34,1
13758.0,83,5,2351.52,1
13760.0,138,1,135.09,0
13761.0,61,1,491.71000000000004,1
13762.0,100,1,306.72,1
13764.0,25,2,945.63,1
13767.0,5,27,9290.49,1
13769.0,4,6,1730.24,1
13771.0,81,2,1464.8500000000001,1
13772.0,121,1,228.42,0
13777.0,11,24,12360.24,1
13780.0,52,1,116.28000000000002,1
13781.0,132,1,127.84,0
13782.0,6,3,487.93,1
13784.0,50,7,1632.39,1
13786.0,249,1,230.39999999999998,0
13787.0,246,1,106.4,0
13791.0,9,2,1516.0,1
13792.0,169,1,74.60000000000001,0
13798.0,4,40,27608.32,2
13799.0,176,1,341.7,0
13800.0,191,1,558.32,0
13802.0,20,3,4599.42,1
13803.0,137,1,277.07,0
13804.0,22,3,1355.11,1
13805.0,10,1,500.24,1
13807.0,248,1,112.6,0
13809.0,187,1,155.05,0
13811.0,65,3,814.5,1
13813.0,16,1,385.14,1
13814.0,19,1,617.54,1
13815.0,54,2,2977.75,1
13817.0,233,1,128.7,0
13819.0,183,3,1140.35,0
13821.0,26,2,385.64,1
13824.0,17,4,1429.84,1
13826.0,58,1,189.5,1
13827.0,15,2,300.76,1
13831.0,20,4,1455.3899999999999,1
13833.0,41,1,384.8,1
13835.0,37,2,537.34,1
13837.0,93,2,271.24,1
13838.0,251,1,238.11,0
13841.0,134,1,85.0,0
13842.0,37,7,2165.27,1
13846.0,124,2,663.9300000000001,0
13848.0,179,2,935.0,0
13849.0,52,1,593.5799999999999,1
13850.0,11,1,1595.48,1
13851.0,10,2,1353.28,1
13854.0,24,18,5822.84,1
13856.0,50,3,388.5,1
13859.0,207,1,201.16,0
13862.0,36,5,1453.3700000000001,1
13863.0,129,1,305.78,0
13865.0,18,3,383.34000000000003,1
13867.0,99,1,138.85,1
13869.0,5,4,3104.95,1
13870.0,16,4,1367.31,1
13871.0,16,7,3643.89,1
13873.0,1,3,389.6,1
13874.0,239,1,540.45,0
13875.0,15,4,1424.8,1
13880.0,27,8,1680.76,1
13881.0,23,8,5781.400000000001,1
13883.0,100,4,1742.78,1
13884.0,159,3,196.25,0
13885.0,71,2,506.8,1
13887.0,85,1,349.55,1
13888.0,1,2,605.63,1
13890.0,240,1,190.35,0
13892.0,128,1,54.519999999999996,0
13893.0,179,1,821.1,0
13894.0,192,1,160.85,0
13895.0,25,2,937.3000000000001,1
13898.0,207,1,155.93,0
13899.0,156,1,298.5,0
13900.0,64,3,740.95,1
13901.0,40,3,2209.39,1
13904.0,176,1,201.12,0
13908.0,8,3,1461.61,1
13911.0,26,8,2437.63,1
13917.0,73,1,65.38,1
13918.0,134,1,198.2,0
13919.0,3,1,213.15,1
13922.0,233,1,172.25,0
13925.0,3,2,496.05,1
13928.0,14,1,104.2,1
13929.0,50,2,842.65,1
13930.0,18,1,210.0,1
13931.0,162,1,378.21000000000004,0
13932.0,176,1,307.4,0
13933.0,30,1,300.99,1
13934.0,145,1,922.1,0
13936.0,61,1,376.58,1
13937.0,50,1,158.85,1
13939.0,193,1,184.5,0
